Customer ID,avg_days_between,has_multiple_purchases,Recency,Frequency,Monetary,returns,churn
12848.0,269.0,0,269,1,208.0,0,1
12849.0,2.7586206896551726,1,25,2,1022.96,0,0
12850.0,39.0,0,39,1,330.0,0,1
12851.0,71.0,0,71,1,148.95,0,1
12853.0,3.5217391304347827,1,21,5,1950.4,3,1
12854.0,1.077922077922078,1,155,4,1669.52,5,1
12857.0,3.324324324324324,1,30,4,2581.6,1,1
12859.0,52.0,0,52,1,575.1,0,1
12860.0,287.0,0,287,1,55.47,0,1
12861.0,213.0,0,213,1,68.25,0,1
12862.0,19.0,0,19,2,1008.3199999999999,0,1
12863.0,1.837837837837838,1,113,4,1686.95,0,0
12864.0,102.0,0,102,1,152.45,0,1
12865.0,70.0,0,70,1,1043.15,0,0
12866.0,68.0,0,68,2,668.23,0,1
12867.0,40.0,0,40,5,2949.66,0,0
12869.0,275.0,0,275,1,337.66999999999996,0,1
12870.0,4.323529411764706,1,71,2,492.0,0,0
12871.0,33.0,0,33,1,363.38,0,1
12872.0,1.1010452961672474,1,9,9,2428.14,2,0
12873.0,275.0,0,275,1,492.4,0,0
12874.0,148.0,0,148,1,489.26,1,0
12875.0,45.2,1,65,3,1013.76,0,1
12876.0,184.0,0,184,1,885.5400000000001,1,0
12877.0,2.4909090909090907,1,8,7,1237.8600000000001,0,0
12880.0,168.0,0,168,1,337.18,0,0
12889.0,3.4285714285714284,1,23,3,336.61,2,0
12891.0,28.142857142857142,1,52,8,509.5,1,1
12894.0,169.0,0,169,1,157.35,0,1
12897.0,137.0,0,137,1,104.15,0,0
12898.0,6.290322580645161,1,57,2,310.96000000000004,0,1
12899.0,7.0,0,7,1,366.4,0,1
12900.0,16.0,0,16,1,340.33,0,1
12903.0,22.0,0,22,1,833.53,0,1
12905.0,1.9811320754716981,1,170,2,1018.42,1,1
12907.0,88.0,0,88,1,328.43,4,0
12908.0,124.0,1,99,2,636.0,0,0
12909.0,3.4545454545454546,1,18,3,924.52,5,1
12910.0,3.5,1,39,4,2221.3,1,0
12911.0,145.0,0,145,1,1680.47,0,1
12913.0,9.11111111111111,1,2,6,2506.11,0,0
12915.0,3.135135135135135,1,66,2,611.45,8,0
12916.0,3.1710526315789473,1,36,3,1647.87,0,1
12917.0,5.75,1,92,3,3086.2000000000003,2,0
12918.0,220.0,0,220,1,10953.5,2,1
12920.0,4.935483870967742,1,165,3,323.86,0,1
12921.0,0.0,0,0,34,16786.75,57,0
12923.0,169.0,0,169,1,426.2,0,0
12924.0,7.525,1,21,7,1378.38,0,0
12925.0,186.0,0,186,1,35.28,0,1
12926.0,1.1465201465201464,1,5,4,1548.46,0,1
12928.0,1.7333333333333334,1,36,6,1503.33,0,0
12931.0,2.4761904761904763,1,7,35,42002.08,43,0
12932.0,1.3297872340425532,1,133,8,1698.56,0,1
12933.0,3.4625,1,45,3,421.85,2,0
12934.0,330.0,0,330,1,181.65,0,1
12935.0,1.6346153846153846,1,28,7,1773.13,4,0
12937.0,2.8333333333333335,1,57,5,1593.34,0,1
12939.0,10.222222222222221,1,11,9,9531.24,0,0
12941.0,318.0,0,318,1,377.49,0,1
12943.0,1.9583333333333333,1,152,2,496.5,0,0
12945.0,250.0,0,250,1,437.16,0,1
12946.0,30.0,0,30,1,324.45,0,1
12948.0,324.0,0,324,2,252.48000000000002,0,1
12949.0,57.0,0,57,11,8003.7,6,0
12951.0,3.0823529411764707,1,29,7,1433.8500000000001,1,0
12953.0,116.0,0,116,1,498.96000000000004,0,1
12954.0,232.0,0,232,1,162.45,0,1
12956.0,1.7272727272727273,1,278,3,413.82,0,1
12957.0,135.0,0,135,5,4689.43,4,1
12958.0,177.0,0,177,1,166.89,0,0
12959.0,78.0,0,78,1,150.95,1,1
12960.0,3.550724637681159,1,7,4,1322.07,0,1
12963.0,1.0512820512820513,1,29,4,1379.16,6,0
12964.0,31.0,0,31,1,132.24,0,1
12969.0,196.0,0,196,1,122.45,0,1
12970.0,329.0,0,329,1,260.64,0,0
12971.0,5.1,1,3,19,3381.25,1,0
12972.0,3.223684210526316,1,7,4,1161.2,8,1
12973.0,7.0,0,7,1,385.55,0,1
12974.0,159.0,0,159,1,264.15,0,1
12975.0,2.6576576576576576,1,30,6,2100.09,6,1
12976.0,1.7222222222222223,1,71,6,2012.12,0,0
12977.0,95.0,0,95,3,478.39,0,1
12978.0,239.0,0,239,4,1946.46,1,0
12979.0,323.0,0,323,1,517.7,1,1
12980.0,11.814814814814815,1,9,11,7539.84,1,0
12982.0,1.3453237410071943,1,10,6,2186.42,28,0
12983.0,192.0,0,192,1,490.08000000000004,0,1
12986.0,2.5346534653465347,1,22,10,2729.84,32,0
12987.0,7.216216216216216,1,14,3,753.51,0,1
12989.0,9.3125,1,18,18,6627.64,4,1
12990.0,15.384615384615385,1,11,4,546.0,0,1
12992.0,319.0,0,319,1,93.35000000000001,0,1
12993.0,4.4375,1,39,4,844.87,6,1
12997.0,4.3125,1,67,3,578.48,4,0
12998.0,2.807017543859649,1,86,3,920.08,3,1
13000.0,319.0,0,319,1,497.65000000000003,3,1
13001.0,9.0,0,9,19,13973.27,2,0
13002.0,1.2,1,10,2,293.18,0,1
13004.0,25.0,0,25,16,5270.17,34,0
13005.0,25.0,0,25,2,485.98,1,1
13007.0,173.0,0,173,1,175.25,0,1
13008.0,317.0,0,317,1,189.31,3,0
13009.0,266.0,0,266,1,234.0,0,1
13010.0,242.0,0,242,1,177.12,0,0
13012.0,2.515625,1,23,3,1310.99,3,1
13013.0,1.2093023255813953,1,0,14,5982.59,0,0
13014.0,26.0,0,26,1,1914.8,3,1
13015.0,32.0,0,32,6,3240.14,10,1
13018.0,1.6180555555555556,1,7,7,2485.46,0,0
13019.0,7.043478260869565,1,1,5,1039.0,1,0
13020.0,2.5526315789473686,1,156,2,618.96,3,1
13021.0,3.009259259259259,1,0,7,1969.3700000000001,5,0
13022.0,23.0,0,23,1,65.3,0,1
13023.0,122.0,0,122,1,759.13,0,1
13024.0,3.7,1,64,2,555.87,3,1
13025.0,325.0,0,325,1,323.39,0,1
13026.0,5.7560975609756095,1,82,4,757.72,1,1
13027.0,4.706896551724138,1,3,12,9751.2,3,0
13029.0,117.0,0,117,1,347.7,0,0
13031.0,1.0,0,1,5,3419.27,0,1
13032.0,26.0,0,26,6,1273.44,3,0
13033.0,23.0,0,23,1,30.0,0,1
13035.0,25.0,0,25,1,442.32,0,1
13036.0,278.0,0,278,1,307.1,0,1
13037.0,1.542857142857143,1,56,8,2879.58,9,0
13039.0,2.5185185185185186,1,178,4,1010.73,0,1
13041.0,4.0588235294117645,1,44,4,799.13,0,1
13042.0,192.0,0,192,3,1556.54,1,1
13044.0,86.0,0,86,10,4293.43,2,1
13045.0,80.0,0,80,1,325.44,0,0
13046.0,50.0,0,50,1,319.94,0,1
13047.0,1.4615384615384615,1,8,14,5190.99,20,0
13048.0,1.8625954198473282,1,30,5,2248.3,4,1
13050.0,4.0,0,4,14,4700.89,16,0
13051.0,13.333333333333334,1,172,2,155.8,0,1
13052.0,14.0,0,14,6,2820.38,0,1
13053.0,215.0,0,215,1,127.65,0,1
13055.0,23.0,0,23,1,1106.7,2,1
13056.0,145.0,0,145,1,209.48,0,1
13057.0,2.525,1,124,3,722.09,2,1
13059.0,1.0466321243523315,1,7,9,2119.77,3,1
13063.0,74.0,0,74,1,188.4,0,1
13064.0,1.7083333333333333,1,144,2,561.25,0,1
13065.0,3.8823529411764706,1,9,3,623.84,0,0
13067.0,2.25,1,3,2,393.05,0,1
13069.0,14.0,0,14,10,3794.18,2,0
13070.0,11.826086956521738,1,53,3,522.9,2,1
13071.0,206.0,0,206,1,129.22,0,1
13073.0,5.0,0,5,2,418.08,0,1
13074.0,7.535714285714286,1,105,4,1378.74,1,1
13076.0,51.0,0,51,1,135.4,0,1
13077.0,1.7627118644067796,1,8,6,1634.3600000000001,7,0
13078.0,0.0,0,0,27,13404.970000000001,29,0
13079.0,11.0,0,11,1,199.08,0,1
13080.0,5.875,1,155,2,160.75,1,0
13081.0,3.0,0,3,14,25532.91,39,0
13082.0,5.236363636363636,1,18,12,3722.12,3,1
13083.0,19.0,0,19,1,91.67999999999999,0,1
13084.0,85.0,0,85,1,122.39999999999999,2,1
13085.0,273.0,0,273,6,2017.2,1,1
13087.0,320.0,0,320,1,313.64,0,1
13088.0,11.0,0,11,1,236.11,0,1
13089.0,2.0,0,2,95,45420.55,32,0
13090.0,18.0,0,18,5,1830.77,1,0
13091.0,323.0,0,323,2,1976.0,74,1
13092.0,3.1645569620253164,1,8,7,1662.45,9,1
13093.0,1.0,0,1,44,38632.98,48,0
13097.0,36.0,0,36,17,6629.0,11,0
13101.0,4.333333333333333,1,92,3,594.21,0,1
13102.0,1.3833333333333333,1,4,9,3021.67,3,0
13103.0,5.791666666666667,1,31,2,465.70000000000005,0,1
13104.0,26.333333333333332,1,9,3,610.62,0,1
13105.0,30.0,0,30,1,72.0,0,1
13106.0,7.0,0,7,1,526.96,0,1
13107.0,2.168067226890756,1,7,5,3721.45,9,1
13108.0,29.0,0,29,1,398.4,0,0
13109.0,145.0,0,145,1,347.49,1,1
13110.0,2.830188679245283,1,31,5,1468.8000000000002,1,1
13111.0,312.0,0,312,1,321.88000000000005,0,1
13112.0,135.0,0,135,1,20.6,3,1
13113.0,1.191358024691358,1,18,10,4627.2,14,0
13114.0,324.0,0,324,1,234.38,0,1
13115.0,94.0,0,94,4,1788.5,4,0
13117.0,2.6973684210526314,1,8,9,1117.35,1,0
13118.0,5.0,0,5,2,631.52,0,0
13119.0,262.0,0,262,1,134.9,0,1
13123.0,1.2727272727272727,1,66,2,506.75,0,1
13125.0,117.0,0,117,1,158.57,0,1
13126.0,2.463917525773196,1,1,5,1675.17,6,0
13128.0,225.0,0,225,1,263.5,0,1
13129.0,7.7,1,46,2,233.25,0,1
13131.0,2.394230769230769,1,12,4,2240.47,0,1
13133.0,53.0,0,53,1,90.65,0,1
13134.0,10.0,0,10,1,273.85,0,0
13135.0,85.0,0,85,1,275.45,0,1
13136.0,1.8780487804878048,1,14,6,3163.63,15,0
13137.0,5.0,0,5,5,1963.9,0,0
13139.0,31.0,0,31,1,3138.04,0,1
13140.0,1.1864406779661016,1,14,2,632.45,0,0
13141.0,1.0965250965250966,1,35,10,4731.41,5,0
13143.0,178.0,0,178,1,405.1,1,1
13144.0,25.0,0,25,1,24.4,0,1
13145.0,89.5,1,14,3,510.0,0,0
13148.0,47.0,0,47,10,3824.48,20,0
13150.0,20.857142857142858,1,78,3,449.96999999999997,1,1
13151.0,219.0,0,219,2,1322.8700000000001,5,1
13152.0,2.0522388059701493,1,11,7,2146.38,3,1
13154.0,3.4029850746268657,1,101,2,1012.98,3,0
13155.0,3.0,1,7,2,398.72,0,0
13156.0,262.0,0,262,2,1239.6,0,0
13157.0,1.4171779141104295,1,3,5,3946.14,0,1
13161.0,94.0,0,94,1,366.13,0,1
13162.0,1.7687074829931972,1,65,11,7278.02,2,0
13163.0,204.0,0,204,1,17.65,2,1
13164.0,10.88888888888889,1,163,2,372.2,2,1
13165.0,7.0,0,7,1,429.68,0,1
13166.0,8.0,0,8,1,466.98,0,1
13168.0,136.0,0,136,1,556.12,0,1
13169.0,156.0,0,156,1,127.2,0,1
13173.0,1.5245901639344261,1,42,9,2119.76,2,0
13174.0,35.0,0,35,7,4715.26,0,0
13175.0,3.4,1,176,2,831.45,5,1
13177.0,24.0,0,24,1,229.75,0,1
13178.0,36.0,0,36,9,7737.0199999999995,9,0
13179.0,212.0,0,212,1,572.3100000000001,0,1
13180.0,201.0,0,201,1,86.10000000000001,0,1
13183.0,3.4363636363636365,1,38,5,2576.32,5,0
13187.0,218.0,0,218,3,130.99,1,1
13190.0,11.6875,1,138,3,570.66,1,1
13191.0,252.0,0,252,1,164.69,0,1
13192.0,1.530612244897959,1,129,4,1646.6399999999999,3,1
13194.0,15.0,0,15,1,412.08,0,1
13195.0,8.0,0,8,1,172.38,0,1
13196.0,2.25974025974026,1,37,3,1271.06,2,1
13197.0,203.0,0,203,1,373.01000000000005,0,1
13198.0,28.0,0,28,1,821.84,4,0
13199.0,5.098360655737705,1,10,24,4838.1900000000005,1,0
13201.0,1.5977011494252873,1,96,4,1240.6100000000001,0,1
13202.0,4.728813559322034,1,43,6,1413.7,0,0
13203.0,2.7403846153846154,1,28,5,1648.59,1,0
13204.0,325.0,0,325,1,966.6600000000001,0,1
13205.0,37.0,0,37,1,2803.2,0,1
13206.0,63.0,0,63,12,8064.12,3,0
13207.0,40.0,1,45,2,285.6,0,1
13208.0,2.7596153846153846,1,43,3,764.6,0,1
13209.0,3.840909090909091,1,108,5,2617.9,0,1
